JobSatisfaction,JobInvolvement,EnvironmentSatisfaction,JobRole_Research Director,JobRole_Sales Representative,BusinessTravel_Travel_Frequently,WorkLifeBalance,Department_Research & Development,YearsAtCompanyLog,TotalWorkingYearsLog,MaritalStatus_Single,OverTime_Yes,JobRole_Laboratory Technician,JobRole_Manufacturing Director,MaritalStatus_Married,JobRole_Manager,NumCompaniesWorked,JobRole_Healthcare Representative,Job_happiness_score
1.148131120367197,-2.4082320406083553,1.171228943464444,False,False,False,-1.0646246174972407,False,2.70805020110221,2.70805020110221,False,False,False,False,True,False,-0.696188175593929,False,1.554553606828255
1.148131120367197,-1.006211803105669,0.2529854517883199,False,False,False,0.33686629687972386,False,2.302585092994046,2.302585092994046,True,False,False,False,False,False,-0.696188175593929,False,3.0343561589236177
1.148131120367197,-1.006211803105669,0.2529854517883199,False,False,True,-2.4661155318742054,True,0.6931471805599453,2.833213344056216,False,True,False,False,True,False,0.10910752391275352,False,-2.3780635822644123
0.2487957312340996,-1.006211803105669,1.171228943464444,False,False,False,0.33686629687972386,True,1.791759469228055,1.791759469228055,False,False,True,False,True,False,-0.696188175593929,False,2.542438637700654
-1.5498750470320948,1.7978286718997034,-1.5835015315639285,False,False,False,0.33686629687972386,False,2.1972245773362196,2.1972245773362196,False,True,False,False,False,False,-0.696188175593929,False,0.19854296751962353
-0.6505396578989976,0.39580843439701713,-1.5835015315639285,False,False,False,-1.0646246174972407,True,2.3978952727983707,2.3978952727983707,False,True,False,False,True,True,-0.696188175593929,False,-1.504962099764779
1.148131120367197,-2.4082320406083553,0.2529854517883199,True,False,True,0.33686629687972386,True,3.4965075614664802,3.4965075614664802,True,True,False,False,False,False,-0.696188175593929,False,1.8262583898933658
1.148131120367197,0.39580843439701713,-1.5835015315639285,False,False,False,-1.0646246174972407,True,1.3862943611198906,2.0794415416798357,False,False,True,False,True,False,0.5117553736660948,False,0.2821077668229357
0.2487957312340996,-2.4082320406083553,-0.6652580398878043,True,False,False,0.33686629687972386,True,3.091042453358316,3.091042453358316,False,False,False,False,False,False,-0.696188175593929,False,0.6032144009759801
-0.6505396578989976,-1.006211803105669,1.171228943464444,False,False,False,0.33686629687972386,True,2.0794415416798357,2.5649493574615367,False,False,False,False,True,False,0.10910752391275352,False,1.9307853210193369
-0.6505396578989976,-1.006211803105669,-0.6652580398878043,False,False,False,0.33686629687972386,False,1.791759469228055,1.791759469228055,False,False,False,False,True,False,-0.696188175593929,False,-0.19338373478469223
1.148131120367197,1.7978286718997034,1.171228943464444,False,False,False,0.33686629687972386,True,0.6931471805599453,0.6931471805599453,False,False,True,False,True,False,-0.696188175593929,False,5.147202213171014
1.148131120367197,-1.006211803105669,-0.6652580398878043,False,False,False,-1.0646246174972407,False,3.044522437723423,3.091042453358316,False,False,False,False,True,False,-1.0988360253472702,False,1.4565590975999059
-1.5498750470320948,0.39580843439701713,0.2529854517883199,False,False,True,0.33686629687972386,False,2.302585092994046,2.3978952727983707,False,False,False,False,False,False,-1.0988360253472702,False,1.738370229027012
0.2487957312340996,0.39580843439701713,1.171228943464444,False,False,False,0.33686629687972386,True,1.0986122886681098,1.9459101490553132,False,False,False,False,True,False,0.5117553736660948,False,3.2513116946433946
0.2487957312340996,-2.4082320406083553,-1.5835015315639285,False,False,False,-1.0646246174972407,False,1.6094379124341003,2.0794415416798357,True,False,False,False,False,False,2.12234677267946,False,-3.1981245460013246
-0.6505396578989976,0.39580843439701713,-0.6652580398878043,False,True,True,0.33686629687972386,False,0.0,0.0,True,True,False,False,False,False,-0.696188175593929,False,-1.583122966510061
-1.5498750470320948,0.39580843439701713,1.171228943464444,False,False,False,0.33686629687972386,True,1.3862943611198906,2.4849066497880004,True,False,True,False,False,False,0.10910752391275352,False,1.7403229888289808
-1.5498750470320948,-1.006211803105669,1.171228943464444,False,False,False,0.33686629687972386,True,2.833213344056216,2.995732273553991,False,True,False,False,False,False,2.12234677267946,False,0.7852217342626202
1.148131120367197,0.39580843439701713,-0.6652580398878043,False,False,False,-1.0646246174972407,False,2.3978952727983707,2.3978952727983707,True,False,False,False,False,False,-0.696188175593929,False,2.2119521701775398
0.2487957312340996,0.39580843439701713,1.171228943464444,False,False,False,0.33686629687972386,True,2.5649493574615367,3.1354942159291497,False,True,False,True,True,False,0.10910752391275352,False,3.717648763436821
